Id,Email,Status,Type,Date,Region,Files,Viewable,Original_Index,Filename,Full Path,Found
617603,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-15_20240918tip.txt,checked,4442,6d6D2-15_20240918tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-15_Portmellon\6d6D2-15_20240918tip\Batch\6d6D2-15_20240918tip.txt,Yes
617602,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-13_20240918lei.zip,checked,4443,6d6D2-13_20240918lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-13_Pentewan\6d6D2-13_20240918tip\Batch\6d6D2-13_20240918lei.zip,Yes
617602,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6d6D2-13_20240918.pdf,checked,4443,Report_Topo_6d6D2-13_20240918.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-13_Pentewan\6d6D2-13_20240918tip\Batch\Report_Topo_6d6D2-13_20240918.pdf,Yes
617602,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-13_20240918tip.txt,checked,4443,6d6D2-13_20240918tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-13_Pentewan\6d6D2-13_20240918tip\Batch\6d6D2-13_20240918tip.txt,Yes
617601,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-7_20240918lei.zip,checked,4444,6d6D2-7_20240918lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-7_CarlyonBay\6d6D2-7_20240918tip\Batch\6d6D2-7_20240918lei.zip,Yes
617601,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6d6D2-7_20240918.pdf,checked,4444,Report_Topo_6d6D2-7_20240918.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-7_CarlyonBay\6d6D2-7_20240918tip\Batch\Report_Topo_6d6D2-7_20240918.pdf,Yes
617601,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-7_20240918tip.txt,checked,4444,6d6D2-7_20240918tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-7_CarlyonBay\6d6D2-7_20240918tip\Batch\6d6D2-7_20240918tip.txt,Yes
617600,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-4_20240918lei.zip,checked,4445,6d6D2-4_20240918lei.zip,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-4_ParSands\6d6D2-4_20240918tip\Batch\6d6D2-4_20240918lei.zip,Yes
617600,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6d6D2-4_20240918.pdf,checked,4445,Report_Topo_6d6D2-4_20240918.pdf,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-4_ParSands\6d6D2-4_20240918tip\Batch\Report_Topo_6d6D2-4_20240918.pdf,Yes
617600,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6d6D2-4_20240918tip.txt,checked,4445,6d6D2-4_20240918tip.txt,X:/Data/Survey_Topo/Phase4\TSW02\6d\6d6D2-4_ParSands\6d6D2-4_20240918tip\Batch\6d6D2-4_20240918tip.txt,Yes
617599,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU21-2_20240921lei.zip,checked,4446,6bSU21-2_20240921lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU21-2_Meadfoot\6bSU21-2_20240921tip\Batch\6bSU21-2_20240921lei.zip,Yes
617599,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU21-2_20240921.pdf,checked,4446,Report_Topo_6bSU21-2_20240921.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU21-2_Meadfoot\6bSU21-2_20240921tip\Batch\Report_Topo_6bSU21-2_20240921.pdf,Yes
617599,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU21-2_20240921tip.txt,checked,4446,6bSU21-2_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU21-2_Meadfoot\6bSU21-2_20240921tip\Batch\6bSU21-2_20240921tip.txt,Yes
617598,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU20-1_20240921lei.zip,checked,4447,6bSU20-1_20240921lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU20-1_OddicombeBeach\6bSU20-1_20240921tip\Batch\6bSU20-1_20240921lei.zip,Yes
617598,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU20-1_20240921.pdf,checked,4447,Report_Topo_6bSU20-1_20240921.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU20-1_OddicombeBeach\6bSU20-1_20240921tip\Batch\Report_Topo_6bSU20-1_20240921.pdf,Yes
617598,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU20-1_20240921tip.txt,checked,4447,6bSU20-1_20240921tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU20-1_OddicombeBeach\6bSU20-1_20240921tip\Batch\6bSU20-1_20240921tip.txt,Yes
617597,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU8-1_20240917lei.zip,checked,4448,6aSU8-1_20240917lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU8-1_Seaton\6aSU8-1_20240917tip\Batch\6aSU8-1_20240917lei.zip,Yes
617597,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU8-1_20240917.pdf,checked,4448,Report_Topo_6aSU8-1_20240917.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU8-1_Seaton\6aSU8-1_20240917tip\Batch\Report_Topo_6aSU8-1_20240917.pdf,Yes
617597,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU8-1_20240917tip.txt,checked,4448,6aSU8-1_20240917tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU8-1_Seaton\6aSU8-1_20240917tip\Batch\6aSU8-1_20240917tip.txt,Yes
617596,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU10_20240917lei.zip,checked,4449,6aSU10_20240917lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU10_Sidmouth\6aSU10_20240917tip\Batch\6aSU10_20240917lei.zip,Yes
617596,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU10_20240917.pdf,checked,4449,Report_Topo_6aSU10_20240917.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU10_Sidmouth\6aSU10_20240917tip\Batch\Report_Topo_6aSU10_20240917.pdf,Yes
617596,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU10_20240917tip.txt,checked,4449,6aSU10_20240917tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU10_Sidmouth\6aSU10_20240917tip\Batch\6aSU10_20240917tip.txt,Yes
617595,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU7-1_20240906lei.zip,checked,4450,6aSU7-1_20240906lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU7-1_The Cobb\6aSU7-1_20240906tip\Batch\6aSU7-1_20240906lei.zip,Yes
617595,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU7-1_20240906.pdf,checked,4450,Report_Topo_6aSU7-1_20240906.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU7-1_The Cobb\6aSU7-1_20240906tip\Batch\Report_Topo_6aSU7-1_20240906.pdf,Yes
617595,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU7-1_20240906tip.txt,checked,4450,6aSU7-1_20240906tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU7-1_The Cobb\6aSU7-1_20240906tip\Batch\6aSU7-1_20240906tip.txt,Yes
617594,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU6-2_20240906lei.zip,checked,4451,6aSU6-2_20240906lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU6-2_LymeRegis\6aSU6-2_20240906tip\Batch\6aSU6-2_20240906lei.zip,Yes
617594,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU6-2_20240906.pdf,checked,4451,Report_Topo_6aSU6-2_20240906.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU6-2_LymeRegis\6aSU6-2_20240906tip\Batch\Report_Topo_6aSU6-2_20240906.pdf,Yes
617594,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU6-2_20240906tip.txt,checked,4451,6aSU6-2_20240906tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU6-2_LymeRegis\6aSU6-2_20240906tip\Batch\6aSU6-2_20240906tip.txt,Yes
617593,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU5-4_20240906lei.zip,checked,4452,6aSU5-4_20240906lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-4_Charmouth\6aSU5-4_20240906tip\Batch\6aSU5-4_20240906lei.zip,Yes
617593,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU5-4_20240906.pdf,checked,4452,Report_Topo_6aSU5-4_20240906.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-4_Charmouth\6aSU5-4_20240906tip\Batch\Report_Topo_6aSU5-4_20240906.pdf,Yes
617593,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU5-4_20240906tip.txt,checked,4452,6aSU5-4_20240906tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-4_Charmouth\6aSU5-4_20240906tip\Batch\6aSU5-4_20240906tip.txt,Yes
617592,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU4_20240905lei.zip,checked,4453,6aSU4_20240905lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU4_WestBay\6aSU4_20240905tip\Batch\6aSU4_20240905lei.zip,Yes
617592,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU4_20240905.pdf,checked,4453,Report_Topo_6aSU4_20240905.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU4_WestBay\6aSU4_20240905tip\Batch\Report_Topo_6aSU4_20240905.pdf,Yes
617592,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU4_20240905tip.txt,checked,4453,6aSU4_20240905tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU4_WestBay\6aSU4_20240905tip\Batch\6aSU4_20240905tip.txt,Yes
617591,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU5-2_20240906lei.zip,checked,4454,6aSU5-2_20240906lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-2_Seatown\6aSU5-2_20240906tip\Batch\6aSU5-2_20240906lei.zip,Yes
617591,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU5-2_20240906.pdf,checked,4454,Report_Topo_6aSU5-2_20240906.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-2_Seatown\6aSU5-2_20240906tip\Batch\Report_Topo_6aSU5-2_20240906.pdf,Yes
617591,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU5-2_20240906tip.txt,checked,4454,6aSU5-2_20240906tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU5-2_Seatown\6aSU5-2_20240906tip\Batch\6aSU5-2_20240906tip.txt,Yes
617590,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-5_20240905lei.zip,checked,4455,6aSU3-5_20240905lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-5_BurtonFreshwater\6aSU3-5_20240905tip\Batch\6aSU3-5_20240905lei.zip,Yes
617590,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU3-5_20240905.pdf,checked,4455,Report_Topo_6aSU3-5_20240905.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-5_BurtonFreshwater\6aSU3-5_20240905tip\Batch\Report_Topo_6aSU3-5_20240905.pdf,Yes
617590,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-5_20240905tip.txt,checked,4455,6aSU3-5_20240905tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-5_BurtonFreshwater\6aSU3-5_20240905tip\Batch\6aSU3-5_20240905tip.txt,Yes
617589,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-3_20240905lei.zip,checked,4456,6aSU3-3_20240905lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-3_TheHive\6aSU3-3_20240905tip\Batch\6aSU3-3_20240905lei.zip,Yes
617589,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU3-3_20240905.pdf,checked,4456,Report_Topo_6aSU3-3_20240905.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-3_TheHive\6aSU3-3_20240905tip\Batch\Report_Topo_6aSU3-3_20240905.pdf,Yes
617589,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-3_20240905tip.txt,checked,4456,6aSU3-3_20240905tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-3_TheHive\6aSU3-3_20240905tip\Batch\6aSU3-3_20240905tip.txt,Yes
617588,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-2_20240905tip.txt,checked,4457,6aSU3-2_20240905tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-2_WestBexington\6aSU3-2_20240905tip\Batch\6aSU3-2_20240905tip.txt,Yes
617588,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU3-2_20240905lei.zip,checked,4457,6aSU3-2_20240905lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-2_WestBexington\6aSU3-2_20240905tip\Batch\6aSU3-2_20240905lei.zip,Yes
617588,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU3-2_20240905.pdf,checked,4457,Report_Topo_6aSU3-2_20240905.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU3-2_WestBexington\6aSU3-2_20240905tip\Batch\Report_Topo_6aSU3-2_20240905.pdf,Yes
617587,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU2_20240904tip.txt,checked,4458,6aSU2_20240904tip.txt,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU2_Chesil\6aSU2_20240904tip\Batch\6aSU2_20240904tip.txt,Yes
617587,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6aSU2_20240904lei.zip,checked,4458,6aSU2_20240904lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU2_Chesil\6aSU2_20240904tip\Batch\6aSU2_20240904lei.zip,Yes
617587,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6aSU2_20240904.pdf,checked,4458,Report_Topo_6aSU2_20240904.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6a\6aSU2_Chesil\6aSU2_20240904tip\Batch\Report_Topo_6aSU2_20240904.pdf,Yes
617586,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4459,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617586,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4459,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617586,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9980_20240822tb.asc,checked,4459,SX9980_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9980_20240822tb.asc,Yes
617586,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9980_20240822tb.txt,checked,4459,SX9980_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9980_20240822tb.txt,Yes
617585,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4460,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617585,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4460,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617585,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9979_20240822tb.asc,checked,4460,SX9979_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9979_20240822tb.asc,Yes
617585,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9979_20240822tb.txt,checked,4460,SX9979_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9979_20240822tb.txt,Yes
617584,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4461,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617584,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4461,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617584,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9880_20240822tb.asc,checked,4461,SX9880_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9880_20240822tb.asc,Yes
617584,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9880_20240822tb.txt,checked,4461,SX9880_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9880_20240822tb.txt,Yes
617583,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4462,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617583,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4462,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617583,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9879_20240822tb.asc,checked,4462,SX9879_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9879_20240822tb.asc,Yes
617583,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9879_20240822tb.txt,checked,4462,SX9879_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9879_20240822tb.txt,Yes
617582,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4463,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617582,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4463,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617582,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9878_20240822tb.asc,checked,4463,SX9878_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9878_20240822tb.asc,Yes
617582,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9878_20240822tb.txt,checked,4463,SX9878_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9878_20240822tb.txt,Yes
617581,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4464,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617581,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4464,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617581,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9877_20240822tb.asc,checked,4464,SX9877_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9877_20240822tb.asc,Yes
617581,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9877_20240822tb.txt,checked,4464,SX9877_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9877_20240822tb.txt,Yes
617580,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4465,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617580,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4465,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617580,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9778_20240822tb.asc,checked,4465,SX9778_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9778_20240822tb.asc,Yes
617580,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9778_20240822tb.txt,checked,4465,SX9778_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9778_20240822tb.txt,Yes
617579,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4466,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617579,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4466,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617579,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9777_20240822tb.asc,checked,4466,SX9777_20240822tb.asc,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9777_20240822tb.asc,Yes
617579,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,SX9777_20240822tb.txt,checked,4466,SX9777_20240822tb.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\SX9777_20240822tb.txt,Yes
617578,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822tp.txt,checked,4467,6bSU16-3_20240822tp.txt,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822tp.txt,Yes
617578,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,Report_Topo_6bSU16-3_20240822.pdf,checked,4467,Report_Topo_6bSU16-3_20240822.pdf,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\Report_Topo_6bSU16-3_20240822.pdf,Yes
617578,szh@noc.soton.ac.uk,submitted,topographic,2024-10-15,South West,6bSU16-3_20240822lei.zip,checked,4467,6bSU16-3_20240822lei.zip,X:/Data/Survey_Topo/Phase4\TSW01\6b\6bSU16-3_Dawlish_Warren\6bSU16-3_20240822tb\Batch\6bSU16-3_20240822lei.zip,Yes
617577,szh@noc.soton.ac.uk,submitted,topographic,2024-10-11,South West,6cSU30-3_20240312tri.zip,checked,4468,,,No
617577,szh@noc.soton.ac.uk,submitted,topographic,2024-10-11,South West,Report_Topo_6cSU30-3_20240312.pdf,checked,4468,Report_Topo_6cSU30-3_20240312.pdf,X:/Data/Survey_Topo/Phase4\TSW_PCO\6c\6cSU30-3_HopeCove\6cSU30-3_20240312tip\Batch\Report_Topo_6cSU30-3_20240312.pdf,Yes
617577,szh@noc.soton.ac.uk,submitted,topographic,2024-10-11,South West,6cSU30-3_20240312tip.txt,checked,4468,6cSU30-3_20240312tip.txt,X:/Data/Survey_Topo/Phase4\TSW_PCO\6c\6cSU30-3_HopeCove\6cSU30-3_20240312tip\Batch\6cSU30-3_20240312tip.txt,Yes
